Røros Hotell,victim,gang,date,Victim Country,Victim sectors,NumberN/AofN/Aemployees,Sales,Ransom Currency,Ransom Paid
8028,CONEX,nokoyawa,23/5/2023,UK,Technology,N/A,N/A,,
8027,APIQROO,8base,23/5/2023,Mexico,Public,N/A,N/A,,
8026,Malkasian Accountancy,8base,23/5/2023,USA,Services,N/A,N/A,,
8025,SiComputer is a leader in the Italian information technology.,8base,23/5/2023,Italy,Technology,N/A,N/A,,
8024,AsbestosInspectionsSolutionManagement,8base,23/5/2023,USA,Services,N/A,N/A,,
8023,Just us lawyers,8base,23/5/2023,Australia,Services,N/A,N/A,,
8022,Csc Baixo Sul Assessoria e Consultoria Empresarial e Contabil LTDA,8base,23/5/2023,Brazil,Services,N/A,N/A,,
8021,Artconta Contabilidade e. Assistência Fiscal,8base,23/5/2023,Brazil,Services,N/A,N/A,,
8020,CONTASS,8base,23/5/2023,Brazil,Public,N/A,N/A,,
8019,EllardWillson Engineering Ltd,8base,23/5/2023,Canada,Industrial,N/A,N/A,,
8018,General de Alimentos Nisa C.A. (GENICA),8base,23/5/2023,Venezuela,Retail,N/A,N/A,,
8017,M Metzler &ampamp Associates,8base,23/5/2023,USA,Services,N/A,N/A,,
8016,Zenex,8base,23/5/2023,USA,Industrial,N/A,N/A,,
8015,Lake Cable,8base,23/5/2023,USA,Technology,N/A,N/A,,
8014,Midway Ford,8base,23/5/2023,Australia,Retail,N/A,N/A,,
8013,Thayer Academy,8base,23/5/2023,USA,Education,N/A,N/A,,
8012,HELPHONE,8base,23/5/2023,Spain,Services,N/A,N/A,,
8011,Veal and Prasad,8base,23/5/2023,Australia,Services,N/A,N/A,,
8010,COMPAGNIE REGIONALE D'ALIMENTS (COREAL),8base,23/5/2023,France,Hospitality,N/A,N/A,,
8009,Immobilienmakler in Oldenburg,8base,23/5/2023,Germany,Construction,N/A,N/A,,
8008,IMASA,8base,23/5/2023,Mexico,Retail,N/A,N/A,,
8007,MRO SUPPORT,8base,23/5/2023,USA,Transportation,N/A,N/A,,
8006,Richard W. Fuller CPA,8base,23/5/2023,USA,Financial,N/A,N/A,,
8005,La Canastería,8base,23/5/2023,Peru,Hospitality,N/A,N/A,,
8004,Neighborhood Progress Fund,8base,23/5/2023,USA,Public,N/A,N/A,,
8003,Print Globe,8base,23/5/2023,USA,Industrial,N/A,N/A,,
8002,China Export &ampamp Credit Insurance Corporation,8base,23/5/2023,China,Services,N/A,N/A,,
8001,Conklin Benham,8base,23/5/2023,USA,Services,N/A,N/A,,
8000,FORMA ESPACOS IMOBILIARIOS LTDA,8base,23/5/2023,Brazil,Construction,N/A,N/A,,
7999,Ayers Mechanical Group,8base,23/5/2023,USA,Services,N/A,N/A,,
7998,Colares Linhares,8base,23/5/2023,Brazil,Construction,N/A,N/A,,
7997,TTG Log,8base,23/5/2023,Brazil,Transportation,N/A,N/A,,
7996,SMYRNAPEDIATRICS,8base,23/5/2023,USA,Healthcare,N/A,N/A,,
7995,ER of Dallas,8base,23/5/2023,USA,Healthcare,N/A,N/A,,
7994,Redwood Lab Services,8base,23/5/2023,USA,Research,N/A,N/A,,
7993,NORTCON,8base,23/5/2023,Brazil,Energy,N/A,N/A,,
7992,Formax Credit UK,8base,23/5/2023,UK,Services,N/A,N/A,,
7991,Taylor Made Hose,8base,23/5/2023,USA,Industrial,N/A,N/A,,
7990,Grupo Rimet,8base,23/5/2023,Guatemala,Services,N/A,N/A,,
7989,Bronzino Engineering,8base,23/5/2023,USA,Services,N/A,N/A,,
7988,Direct Cleaning Services,8base,23/5/2023,UK,Healthcare,N/A,N/A,,
7987,Semba,8base,23/5/2023,Madagascar,Industrial,N/A,N/A,,
7986,CST Medicina do Trabalho,8base,23/5/2023,Brazil,Healthcare,N/A,N/A,,
7985,Clear Start Accountants,8base,23/5/2023,UK,Services,N/A,N/A,,
7984,Lerch Bates,8base,23/5/2023,USA,Services,N/A,N/A,,
7983,Watex Solutions,8base,23/5/2023,Egypt,Industrial,N/A,N/A,,
7982,FrameOne,8base,23/5/2023,Brazil,Communication,N/A,N/A,,
7981,Constantino Contabilidade E Comunicacao,8base,23/5/2023,Brazil,Services,N/A,N/A,,
7980,DBT Druckluft,8base,23/5/2023,Germany,Industrial,N/A,N/A,,
7979,Brandao,8base,23/5/2023,Brazil,Services,N/A,N/A,,
7978,Grupo 2MGA,8base,23/5/2023,Brazil,Services,N/A,N/A,,
7977,Intermountain,8base,23/5/2023,USA,Healthcare,N/A,N/A,,
7976,SOVAC,8base,23/5/2023,Belgium,Retail,N/A,N/A,,
7975,Shipmate,8base,23/5/2023,India,Technology,N/A,N/A,,
7974,Moore Global,8base,23/5/2023,UK,Services,N/A,N/A,,
7973,Innormax LLC,8base,23/5/2023,USA,Technology,N/A,N/A,,
7972,Irmler Rechtsanwälte,8base,23/5/2023,Germany,Services,N/A,N/A,,
7971,LebensWohnArt,8base,23/5/2023,Germany,Industrial,N/A,N/A,,
7970,Butler and Gatz CPAs,8base,23/5/2023,USA,Financial,N/A,N/A,,
7969,THE HARCOURTS FOUNDATION (AUSTRALIA) PTY LTD,8base,23/5/2023,Australia,Construction,N/A,N/A,,
7968,AS Netz,8base,23/5/2023,Germany,Technology,N/A,N/A,,
7967,Meklas Group,8base,23/5/2023,Turkey,Industrial,N/A,N/A,,
7966,Concept Fasteners,8base,23/5/2023,Australia,Industrial,N/A,N/A,,
7965,MTS Office,8base,23/5/2023,USA,Technology,N/A,N/A,,
7964,ESSPEE,8base,23/5/2023,UK,Communication,N/A,N/A,,
7963,"GIOTTO COMÉRCIO DE VESTUÁRIO, UNIPESSOAL, LDA",8base,23/5/2023,Portugal,Consumer,N/A,N/A,,
7962,P1 Technical Services,8base,23/5/2023,USA,Technology,N/A,N/A,,
7960,CompaÃ±Ã­a Agricola San Felipe,malas,23/5/2023,Colombia,Hospitality,N/A,N/A,,
7959,Fort Rolins Collection Agency,malas,23/5/2023,Philippines,Financial,N/A,N/A,,
7958,Harita Group,malas,23/5/2023,Indonesia,Industrial,N/A,N/A,,
7957,stant,blacksuit,23/5/2023,USA,Industrial,N/A,N/A,,
7954,Leland Campbell LLP law firm,medusalocker,23/5/2023,Canada,Services,N/A,N/A,,
7953,Amaszonas S.A.,medusalocker,23/5/2023,Bolivia,Transportation,N/A,N/A,,
7952,Coos Bay,royal,23/5/2023,USA,Public,N/A,N/A,,
7951,Chattanooga Heart Institute,karakurt,23/5/2023,USA,Research,N/A,N/A,,
7950,surfsidefoods,lockbit3,23/5/2023,USA,Hospitality,N/A,N/A,,
7949,sunray.sg,lockbit3,23/5/2023,Singapore,Industrial,N/A,N/A,,
7948,Dotcom Distribution,royal,23/5/2023,USA,Transportation,N/A,N/A,,
7947,spectre.dk,lockbit3,23/5/2023,Denmark,Entertainment,N/A,N/A,,
7946,Inquirer,cuba,23/5/2023,USA,Services,N/A,N/A,,
7945,Aria Online,play,22/5/2023,USA,Retail,N/A,N/A,,
7944,Xplain,play,22/5/2023,Switzerland,Services,N/A,N/A,,
7943,Optimus Steel,play,22/5/2023,USA,Industrial,N/A,N/A,,
7942,Studioline Photography,play,22/5/2023,Germany,Services,N/A,N/A,,
7941,Grupo Corporacion Control,play,22/5/2023,Mexico,Retail,N/A,N/A,,
7940,Mayberry Investments,play,22/5/2023,Jamaica,Financial,N/A,N/A,,
7939,Paragon Software Lanka,play,22/5/2023,Sri Lanka,Technology,N/A,N/A,,
7938,Black Cat Networks,play,22/5/2023,Germany,Technology,N/A,N/A,,
7937,Poly,play,22/5/2023,USA,Technology,N/A,N/A,,
7936,Royal Centre,play,22/5/2023,Canada,Consumer,N/A,N/A,,
7935,Oppida Estates Limited,qilin,22/5/2023,UK,Retail,N/A,N/A,,
7934,Chattanooga State Community College,snatch,22/5/2023,USA,Education,N/A,N/A,,
7933,Cafpi,vicesociety,22/5/2023,France,Financial,N/A,N/A,,
7931,Hightway Care,bianlian,22/5/2023,UK,Services,N/A,N/A,,
7928,Westside,royal,22/5/2023,USA,Retail,N/A,N/A,,
7927,Harmony Gold,akira,22/5/2023,South Africa,Industrial,N/A,N/A,,
7926,rmccanada,lockbit3,22/5/2023,Canada,Services,N/A,N/A,,
7925,TA Supply,royal,22/5/2023,USA,Industrial,N/A,N/A,,
7924,Agostini Insurance Brokers,royal,22/5/2023,Trinidad and Tobago,Services,N/A,N/A,,
7923,Confidential and High Sensitive,alphv,22/5/2023,Argentina,Services,N/A,N/A,,
7922,SIGMA,medusalocker,22/5/2023,Canada,Technology,N/A,N/A,,
7921,Loreto Normanhurst,medusalocker,22/5/2023,Australia,Education,N/A,N/A,,
7920,Trinity Exploration and Production,royal,22/5/2023,Trinidad and Tobago,Energy,N/A,N/A,,
7919,Morris Hospital,royal,22/5/2023,USA,Healthcare,N/A,N/A,,
7918,Atlas Commodities,royal,22/5/2023,USA,Financial,N/A,N/A,,
7917,UtahYamas Controls,royal,22/5/2023,USA,Technology,N/A,N/A,,
7916,Technology and Telecommunications Consultants Inc,trigona,22/5/2023,USA,Technology,N/A,N/A,,
7915,rapidmoldsolutions,lockbit3,22/5/2023,USA,Industrial,N/A,N/A,,
7914,softland.cl,lockbit3,22/5/2023,Chile,Technology,N/A,N/A,,
7913,vdbassocies.fr,lockbit3,22/5/2023,France,Services,N/A,N/A,,
7912,hadefpartners,lockbit3,22/5/2023,United Arab Emirates,Services,N/A,N/A,,
7911,sirenjapan,lockbit3,22/5/2023,Japan,Entertainment,N/A,N/A,,
7910,LiveAction,snatch,22/5/2023,USA,Technology,N/A,N/A,,
7909,MSSNY,snatch,22/5/2023,USA,Healthcare,N/A,N/A,,
7908,FRESCA,snatch,22/5/2023,USA,Hospitality,N/A,N/A,,
7907,Canadian Nurses Association,snatch,22/5/2023,Canada,Services,N/A,N/A,,
7906,Comoli Ferrari,snatch,22/5/2023,Italy,Technology,N/A,N/A,,
7905,Asia Vital Components,snatch,22/5/2023,Taiwan,Industrial,N/A,N/A,,
7904,diasporacs,lockbit3,21/5/2023,USA,Public,N/A,N/A,,
7903,FajarPaper was . The most dangerous company to cooperate with in Indonesia may pose,alphv,21/5/2023,Indonesia,Industrial,N/A,N/A,,
7902,abebrands,lockbit3,21/5/2023,Germany,Industrial,N/A,N/A,,
7901,Reach Cooling Group was . A company whose cooperation is dangerous to your business,alphv,21/5/2023,USA,Industrial,N/A,N/A,,
7900,ebdlab,lockbit3,21/5/2023,USA,Healthcare,N/A,N/A,,
7899,Rheinmetall AG,blackbasta,20/5/2023,Germany,Public,N/A,N/A,,
7886,biscoindustries,ragroup,11/5/2023,USA,Retail,N/A,N/A,,
7885,wealthenhancementgroup,ragroup,11/5/2023,USA,Services,N/A,N/A,,
7884,insuranceprovidersgroup,ragroup,11/5/2023,USA,Services,N/A,N/A,,
7880,Aspen Dental Management Inc.,moneymessage,12/5/2023,USA,Services,N/A,N/A,,
7879,wsots.net,abyss,15/5/2023,USA,Technology,N/A,N/A,,
7877,Kannangara Thomson,qilin,19/5/2023,New Zealand,Services,N/A,N/A,,
7875,Al Tamimi Law Firm,medusalocker,19/5/2023,United Arab Emirates,Services,N/A,N/A,,
7874,Maier SanitärTechnik GmbH,qilin,19/5/2023,Germany,Industrial,N/A,N/A,,
7872,Advantage Resourcing,akira,19/5/2023,USA,Services,N/A,N/A,,
7870,Rolser,trigona,19/5/2023,Spain,Industrial,N/A,N/A,,
7869,csagh,lockbit3,19/5/2023,USA,Education,N/A,N/A,,
7868,HECTOR MARTINEZ SOSA Y CIA SA,qilin,19/5/2023,Argentina,Services,N/A,N/A,,
7867,City of Dallas,royal,19/5/2023,USA,Public,N/A,N/A,,
7866,It Works Global,alphv,19/5/2023,USA,Healthcare,N/A,N/A,,
7865,antea.es,lockbit3,18/5/2023,Spain,Services,N/A,N/A,,
7864,Autlan Metallorum,ragnarlocker,18/5/2023,Mexico,Industrial,N/A,N/A,,
7863,metalnet.nl,lockbit3,18/5/2023,Netherlands,Industrial,N/A,N/A,,
7862,shoreregional,lockbit3,18/5/2023,USA,Education,N/A,N/A,,
7861,enovationcontrols,lockbit3,18/5/2023,USA,Technology,N/A,N/A,,
7860,E4NET,alphv,18/5/2023,South Korea,Services,N/A,N/A,,
7859,NASHUA SCHOOL DISTRICT,royal,18/5/2023,USA,Education,N/A,N/A,,
7858,Lolaico Impianti,trigona,18/5/2023,Italy,Construction,N/A,N/A,,
7857,ENSA Seguros de Angola,bianlian,18/5/2023,Angola,Financial,N/A,N/A,,
7855,Zoni Language Centers,bianlian,18/5/2023,USA,Education,N/A,N/A,,
7854,TaslyUS,alphv,18/5/2023,USA,Healthcare,N/A,N/A,,
7853,AVIAREPS,blackbasta,18/5/2023,Germany,Transportation,N/A,N/A,,
7852,AVIAREPS_COM_2222,blackbasta,17/5/2023,Germany,Transportation,N/A,N/A,,
7851,Aneka Tambang,vicesociety,17/5/2023,Indonesia,Industrial,N/A,N/A,,
7850,Group DIS,alphv,17/5/2023,France,Technology,N/A,N/A,,
7849,MagicAire,blackbyte,17/5/2023,USA,Industrial,N/A,N/A,,
7848,plastictecnic,lockbit3,17/5/2023,Malaysia,Industrial,N/A,N/A,,
7847,PM Medical Billing,alphv,17/5/2023,USA,Healthcare,N/A,N/A,,
7846,Electrostim Medical Services,alphv,17/5/2023,USA,Industrial,N/A,N/A,,
7845,wings.travel,lockbit3,16/5/2023,UK,Hospitality,N/A,N/A,,
7844,ance.mx,lockbit3,16/5/2023,Mexico,Services,N/A,N/A,,
16062,Harvey Construction,play,23/6/2024,USA,Construction,85,$22.9M,,
7842,SOWITEC,play,16/5/2023,Germany,Energy,N/A,N/A,,
7841,ORION,alphv,16/5/2023,South Korea,Retail,N/A,N/A,,
7840,Feit Electric,trigona,16/5/2023,USA,Industrial,N/A,N/A,,
7839,airtac,lockbit3,16/5/2023,Taiwan,Industrial,N/A,N/A,,
7838,chinadailyhk,lockbit3,16/5/2023,China,Services,N/A,N/A,,
7837,IXPERTA,snatch,15/5/2023,Czech Republic,Technology,N/A,N/A,,
7836,l3harris,abyss,15/5/2023,USA,Education,N/A,N/A,,
7835,wsots.net,abyss,15/5/2023,USA,Technology,N/A,N/A,,
7834,BAMSI,medusalocker,15/5/2023,USA,Healthcare,N/A,N/A,,
7833,PCS Wireless,alphv,15/5/2023,USA,Technology,N/A,N/A,,
7832,norcorp,lockbit3,15/5/2023,USA,Industrial,N/A,N/A,,
7831,Parker Drilling,royal,15/5/2023,USA,Energy,N/A,N/A,,
7830,Accudo Investments LTD,trigona,15/5/2023,UK,Financial,N/A,N/A,,
7829,Group DIS,alphv,15/5/2023,France,Technology,N/A,N/A,,
7828,York County School of Technology,karakurt,15/5/2023,USA,Education,N/A,N/A,,
7826,QUORUMIS,alphv,15/5/2023,Canada,Services,N/A,N/A,,
7825,euskaltel,lockbit3,15/5/2023,Spain,Technology,N/A,N/A,,
7824,mundor,lockbit3,15/5/2023,Spain,Technology,N/A,N/A,,
7823,Academy Mortgage Corporation,alphv,15/5/2023,USA,Financial,N/A,N/A,,
7822,tooltemp.net,lockbit3,14/5/2023,UK,Industrial,N/A,N/A,,
7821,troteclaser,lockbit3,14/5/2023,Austria,Industrial,N/A,N/A,,
7820,pikenursery,lockbit3,14/5/2023,USA,Hospitality,N/A,N/A,,
7819,TTCCPA,trigona,13/5/2023,USA,Financial,N/A,N/A,,
7818,HostAfrica,medusalocker,13/5/2023,South Africa,Technology,N/A,N/A,,
7817,AKRON Mquinas Agrcolas,alphv,13/5/2023,Argentina,Industrial,N/A,N/A,,
7814,Wallick Communities,medusalocker,12/5/2023,USA,Construction,N/A,N/A,,
7813,bankbsi.co.id,lockbit3,12/5/2023,Indonesia,Financial,N/A,N/A,,
7812,Peachtree Orthopedics,karakurt,12/5/2023,USA,Healthcare,N/A,N/A,,
7810,Sterling Solutions,blackbyte,12/5/2023,UK,Industrial,N/A,N/A,,
7809,weberweber.at,lockbit3,12/5/2023,Austria,Services,N/A,N/A,,
7808,prolinerrescue,lockbit3,12/5/2023,USA,Industrial,N/A,N/A,,
7807,Libyana,alphv,12/5/2023,Libya,Technology,N/A,N/A,,
7806,pwlawfirm,abyss,12/5/2023,USA,Services,N/A,N/A,,
7805,Bluefield College,avoslocker,11/5/2023,USA,Education,N/A,N/A,,
7804,LAN,vicesociety,11/5/2023,Slovakia,Technology,N/A,N/A,,
7803,ResultsCX | The result of many unknown breaches?,alphv,11/5/2023,USA,Services,N/A,N/A,,
7802,North Shore Medical Labs,bianlian,11/5/2023,USA,Research,N/A,N/A,,
7801,Hermes Medical Solutions,bianlian,11/5/2023,Sweden,Technology,N/A,N/A,,
7800,DA Alexander Company INC,bianlian,11/5/2023,USA,Services,N/A,N/A,,
7798,Albany ENT & Allergy Services,bianlian,11/5/2023,USA,Healthcare,N/A,N/A,,
7797,Alconex Specialty Products,bianlian,11/5/2023,USA,Industrial,N/A,N/A,,
7795,BandR Eckel's Transport,bianlian,11/5/2023,Canada,Transportation,N/A,N/A,,
7793,Ipleiria Student Branch,akira,11/5/2023,Portugal,Education,N/A,N/A,,
7792,Gregory Poole Equipment Company,akira,11/5/2023,USA,Industrial,N/A,N/A,,
7791,viseg,lockbit3,11/5/2023,Spain,Industrial,N/A,N/A,,
7790,vuteq.mx,lockbit3,11/5/2023,Mexico,Industrial,N/A,N/A,,
7789,wuppermann,lockbit3,11/5/2023,Germany,Industrial,N/A,N/A,,
7788,CSD Network Services Ltd,monti,11/5/2023,UK,Technology,N/A,N/A,,
7786,tecmex.mx,lockbit3,11/5/2023,Mexico,Technology,N/A,N/A,,
7785,metronottevigilanza.it,lockbit3,11/5/2023,Italy,Public,N/A,N/A,,
7784,Axiom Professional Solutions,trigona,11/5/2023,USA,Services,N/A,N/A,,
7783,Germany,play,10/5/2023,Germany,Financial,N/A,N/A,,
7782,JP Maguire & Associates,play,10/5/2023,USA,Construction,N/A,N/A,,
7781,Sauerbruch Hutton,play,10/5/2023,Germany,Industrial,N/A,N/A,,
7780,Columbia Distributing,akira,10/5/2023,USA,Retail,N/A,N/A,,
7779,Novatech EngineeringConsultants,akira,10/5/2023,Canada,Services,N/A,N/A,,
7778,Sun Windows,akira,10/5/2023,USA,Industrial,N/A,N/A,,
7777,BridgeValley Community & Technical College,akira,10/5/2023,USA,Education,N/A,N/A,,
7774,Houser LLP,alphv,10/5/2023,USA,Services,N/A,N/A,,
7773,Vdi,cuba,10/5/2023,Lithuania,Technology,N/A,N/A,,
7772,Constellation Software Inc 2,alphv,10/5/2023,Canada,Technology,N/A,N/A,,
7771,gocontec,lockbit3,10/5/2023,USA,Technology,N/A,N/A,,
7770,Lifenet,bianlian,10/5/2023,Italy,Healthcare,N/A,N/A,,
7768,Manoir SaintSauveur,bianlian,10/5/2023,Canada,Hospitality,N/A,N/A,,
7767,Cooperativa de Ahorro y Crédito Ahorrocoop Ltda,medusalocker,10/5/2023,Colombia,Financial,N/A,N/A,,
7764,The Pilgrim School,bianlian,9/5/2023,UK,Education,N/A,N/A,,
7763,Mercer University,akira,9/5/2023,USA,Education,N/A,N/A,,
7762,IDEM Safety Switches,bianlian,9/5/2023,USA,Technology,N/A,N/A,,
7761,Humana,bianlian,9/5/2023,Sweden,Services,N/A,N/A,,
7758,Department of Education of the Canton of BaselStadt,bianlian,9/5/2023,Switzerland,Education,N/A,N/A,,
7752,mbwswim,lockbit3,9/5/2023,USA,Consumer,N/A,N/A,,
7751,interfides,lockbit3,9/5/2023,Germany,Services,N/A,N/A,,
7750,hkFinancial.pl,lockbit3,9/5/2023,Poland,Financial,N/A,N/A,,
7749,Fresh Insurance IT Services,trigona,9/5/2023,UK,Technology,N/A,N/A,,
7748,cbelaw,lockbit3,9/5/2023,Canada,Services,N/A,N/A,,
7747,KLC Network Services,play,9/5/2023,USA,Technology,N/A,N/A,,
7745,Control & Automation technology LUX Automation,monti,8/5/2023,Germany,Technology,N/A,N/A,,
7744,avidxchange,abyss,8/5/2023,USA,Technology,N/A,N/A,,
7743,brettrobinson,abyss,8/5/2023,USA,Technology,N/A,N/A,,
7742,stmarys.net,lockbit3,8/5/2023,UK,Public,N/A,N/A,,
7741,unity.edu,lockbit3,8/5/2023,USA,Education,N/A,N/A,,
7740,lssny,lockbit3,8/5/2023,USA,Public,N/A,N/A,,
7739,astate.edu,lockbit3,8/5/2023,USA,Education,N/A,N/A,,
7738,First Community Credit Union,alphv,8/5/2023,USA,Financial,N/A,N/A,,
7737,namibmills,lockbit3,7/5/2023,Namibia,Hospitality,N/A,N/A,,
7736,marshallconstruction.co,lockbit3,7/5/2023,UK,Construction,N/A,N/A,,
7735,Eagle Eye Produce,alphv,7/5/2023,USA,Hospitality,N/A,N/A,,
7732,qcssinc,alphv,23/4/2023,USA,Services,N/A,N/A,,
7730,Rockbridge Capital,akira,26/4/2023,USA,Services,N/A,N/A,,
7729,Thompson Builders,akira,26/4/2023,UK,Services,N/A,N/A,,
7728,Schottenstein Property Group Inc,akira,26/4/2023,USA,Services,N/A,N/A,,
7727,Settlement Music School,akira,26/4/2023,USA,Education,N/A,N/A,,
7725,Smith & Sharp,akira,27/4/2023,UK,Services,N/A,N/A,,
7724,PakRite,akira,27/4/2023,USA,Industrial,N/A,N/A,,
7723,4LEAF,akira,27/4/2023,USA,Services,N/A,N/A,,
7722,Family Day Care Services,akira,27/4/2023,USA,Education,N/A,N/A,,
7721,BridgeValley Community & Technical,akira,1/5/2023,USA,Education,N/A,N/A,,
7720,Fee,akira,1/5/2023,UK,Services,N/A,N/A,,
7719,ambit.co private Financial,alphv,2/5/2023,India,Financial,N/A,N/A,,
7718,The McGregor,akira,3/5/2023,USA,Hospitality,N/A,N/A,,
7715,Garcia Hamilton & Associates,akira,4/5/2023,USA,Financial,N/A,N/A,,
7714,The Mitchell Partnership,akira,4/5/2023,Canada,Services,N/A,N/A,,
7713,New World Travel,akira,4/5/2023,USA,Hospitality,N/A,N/A,,
7712,The Lab Consulting,akira,5/5/2023,USA,Services,N/A,N/A,,
7711,fsmsolicitors.co,qilin,5/5/2023,UK,Services,N/A,N/A,,
7710,Emtelco,qilin,5/5/2023,Colombia,Technology,N/A,N/A,,
7709,Lojas Torra,qilin,5/5/2023,Brazil,Retail,N/A,N/A,,
7708,Contempo Card,qilin,5/5/2023,USA,Consumer,N/A,N/A,,
7707,Robert Bernard,qilin,5/5/2023,Canada,Retail,N/A,N/A,,
7706,Dialog Information Technology,qilin,5/5/2023,Australia,Technology,N/A,N/A,,
7705,TrueLogic (truelogiccompany),rancoz,5/5/2023,USA,Technology,N/A,N/A,,
7704,RIC Electronics (ricelectronics),rancoz,5/5/2023,Canada,Industrial,N/A,N/A,,
7703,The Perry Law Firm,akira,5/5/2023,USA,Services,N/A,N/A,,
7702,EyeGene,ragroup,6/5/2023,USA,Industrial,N/A,N/A,,
7701,Bisco Industries,ragroup,6/5/2023,USA,Technology,N/A,N/A,,
7700,Wealth Enhancement Group,ragroup,6/5/2023,USA,Financial,N/A,N/A,,
7699,Insurance Providers Group,ragroup,6/5/2023,USA,Services,N/A,N/A,,
7698,Coteccons Group,alphv,5/5/2023,Vietnam,Construction,N/A,N/A,,
7697,Sonda,medusalocker,5/5/2023,Chile,Technology,N/A,N/A,,
7696,Axure Software Solutions,alphv,5/5/2023,USA,Technology,N/A,N/A,,
7695,Grupo Cativa,alphv,5/5/2023,Brazil,Industrial,N/A,N/A,,
7694,Neutronic Stamping,bianlian,5/5/2023,USA,Technology,N/A,N/A,,
7693,Murfreesboro Medical Clinic,bianlian,5/5/2023,USA,Healthcare,N/A,N/A,,
7692,CADOpt Technologies,bianlian,5/5/2023,USA,Services,N/A,N/A,,
7691,B&R Eckel's Transport,bianlian,5/5/2023,USA,Transportation,N/A,N/A,,
7690,KKDI.CO.ID including companies AICC,alphv,5/5/2023,Indonesia,Technology,N/A,N/A,,
7689,eyeDOCS Ottawa,qilin,5/5/2023,Canada,Healthcare,N/A,N/A,,
7688,Rusan Pharma,bianlian,5/5/2023,India,Industrial,N/A,N/A,,
7686,Constellation Software Inc,alphv,5/5/2023,Canada,Financial,N/A,N/A,,
7685,Meade Tractor,royal,5/5/2023,USA,Industrial,N/A,N/A,,
7684,Essen Medical Associates,alphv,5/5/2023,USA,Healthcare,N/A,N/A,,
7682,joysonsafety,lockbit3,4/5/2023,USA,Technology,N/A,N/A,,
7681,PRESSSERVICE Monitoring Mediów,blackbyte,4/5/2023,Poland,Media,N/A,N/A,,
7680,Willamette Falls,alphv,4/5/2023,USA,Services,N/A,N/A,,
7679,layherna,lockbit3,4/5/2023,USA,Construction,N/A,N/A,,
7678,Forest Ridge,blackbasta,4/5/2023,USA,Construction,N/A,N/A,,
7677,GiHealthcare,cuba,4/5/2023,USA,Healthcare,N/A,N/A,,
7676,IDTECHPRODUCTS,clop,4/5/2023,USA,Financial,N/A,N/A,,
7675,The Crown Princess Mary Cancer Centre,medusalocker,4/5/2023,Australia,Healthcare,N/A,N/A,,
7674,Midwest Truck,royal,4/5/2023,USA,Retail,N/A,N/A,,
7673,Carrington,blackbasta,3/5/2023,Canada,Financial,N/A,N/A,,
7672,Libra Virtua,play,3/5/2023,Hungary,Technology,N/A,N/A,,
7671,DGC,play,3/5/2023,Sweden,Technology,N/A,N/A,,
7670,City of Lowell,play,3/5/2023,USA,Public,N/A,N/A,,
7669,Nova Group,play,3/5/2023,Australia,Services,N/A,N/A,,
7668,SIVSA,play,3/5/2023,Spain,Technology,N/A,N/A,,
7667,Gropper & Nejat,qilin,3/5/2023,USA,Services,N/A,N/A,,
7665,Woonkracht10,play,3/5/2023,Netherlands,Services,N/A,N/A,,
7664,Vocalcom,play,3/5/2023,France,Technology,N/A,N/A,,
7663,Negma Business Solutions,play,3/5/2023,USA,Technology,N/A,N/A,,
7662,Commune de Saxon,play,3/5/2023,Switzerland,Public,N/A,N/A,,
7661,Carrington Group,blackbasta,3/5/2023,Canada,Financial,N/A,N/A,,
7660,Banco Comercial do Huambo,alphv,21/4/2023,Angola,Public,N/A,N/A,,
7659,Albert Ziegler,alphv,21/4/2023,Germany,Retail,N/A,N/A,,
7658,ASL 1 Avezzano Sulmona L'Aquila,monti,3/5/2023,Italy,Healthcare,N/A,N/A,,
7636,Control & Automation technology LUX Automation,monti,3/5/2023,Germany,Technology,N/A,N/A,,
7635,triaflex.at,lockbit3,3/5/2023,Austria,Technology,N/A,N/A,,
7634,Southern West Virginia Community and Technical College,royal,3/5/2023,USA,Education,N/A,N/A,,
7633,ZBW News,royal,3/5/2023,Germany,Research,N/A,N/A,,
7632,Aeco,alphv,3/5/2023,Italy,Industrial,N/A,N/A,,
7631,cydsa,lockbit3,3/5/2023,Mexico,Industrial,N/A,N/A,,
7630,MEADE TRACTOR,blackbasta,2/5/2023,USA,Consumer,N/A,N/A,,
7629,hasenaueranlagenbau.at,lockbit3,2/5/2023,Austria,Consumer,N/A,N/A,,
7628,Lawrence Family Development Charter School,snatch,2/5/2023,USA,Education,N/A,N/A,,
7627,MYSIMPLYGREEN,clop,2/5/2023,Canada,Energy,N/A,N/A,,
7626,baycrestpartners,lockbit3,2/5/2023,USA,Financial,N/A,N/A,,
7625,AvidXchange,ransomhouse,2/5/2023,USA,Financial,N/A,N/A,,
7624,cloud51,lockbit3,2/5/2023,USA,Technology,N/A,N/A,,
7623,American Foam & Packaging,alphv,2/5/2023,USA,Industrial,N/A,N/A,,
7622,Lincoln Wood Products,blackbasta,2/5/2023,USA,Construction,N/A,N/A,,
7621,Polat Yol Yap,medusalocker,2/5/2023,Turkey,Construction,N/A,N/A,,
7620,Alto Calore Servizi S.p.A.,medusalocker,2/5/2023,Italy,Energy,N/A,N/A,,
7619,ambit.co | finvest.ambit.co Private Financial,alphv,2/5/2023,India,Financial,N/A,N/A,,
